order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name_english,customer_lat,customer_lng,seller_lat,seller_lng,Delivery_Speed_Days,Delivery_Delay_Days
ec7d99eece03a8b60c61f6a9ca504094,1,db6677c6f890ba1730c0b75bd8132579,cc419e0650a3c5ba77189a1882b7556a,2018-02-20 16:35:36,59.99,17.67,f585759725d2d7e44f8f84813f0bc3aa,delivered,2018-02-13 17:28:34,2018-02-13 17:35:36,2018-02-14 19:12:33,2018-03-13 03:12:39,2018-03-05,beleza_saude,57.0,615.0,2.0,950.0,35.0,25.0,20.0,9015,santo andre,SP,1.0,credit_card,2.0,77.66,94caa515a6d2a07fbf40642d4a70a026,1.0,,foi entregue so q nao esta funcionando ,2018-03-07 00:00:00,2018-03-13 11:49:53,77ae2ed9975bf46faf12649972f74d23,75104,anapolis,GO,health_beauty,-16.355254458210943,-48.912581337765324,-23.659363636440848,-46.523183340521754,27.405613425925925,8.133784722222222
d54233c194fdd8970ee0e9f44af097c0,1,466fa2297e694a5cd3b603c1430201a0,86ccac0b835037332a596a33b6949ee1,2017-10-18 15:10:08,168.9,17.62,f4dfa976955e05d8f25d9d1262a65f36,delivered,2017-10-12 13:56:51,2017-10-12 14:10:08,2017-10-13 17:54:44,2017-10-21 15:28:48,2017-11-08,relogios_presentes,58.0,331.0,5.0,400.0,30.0,10.0,30.0,89041,blumenau,SC,1.0,credit_card,1.0,186.52,dc4164ec661af2fca5406546e2197388,5.0,,"Vcs são o único site de compras de não.me deu dor de cabeça. Por isso estou sempre comprando com vocês.
",2017-10-22 00:00:00,2017-10-22 19:05:45,17068729bf6a0ca577f9060da7110a96,23040,rio de janeiro,RJ,watches_gifts,-22.9331056624521,-43.554113810125514,-26.914469334728025,-49.11226323442036,9.063854166666667,-17.355
a60e21c021af3e8b42bf68b8683800ac,1,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018-07-24 13:21:55,122.99,30.11,a7d480b29f6f75773a461845c7a645c4,delivered,2018-07-18 13:07:19,2018-07-18 13:21:55,2018-07-30 06:16:00,2018-08-09 15:03:48,2018-08-08,beleza_saude,50.0,1257.0,1.0,700.0,25.0,12.0,19.0,65072,sao luis,MA,1.0,credit_card,1.0,153.1,924e6be7c658345e13ba08e71f32db0e,5.0,Super recomendo,Total confiança na minhas compras.,2018-08-10 00:00:00,2018-08-11 17:14:24,03ef7f03905227e15c7b6c860554b3cb,88058,florianopolis,SC,health_beauty,-27.442895407783315,-48.40148110687639,-2.5012422006260024,-44.24816336596761,22.080891203703704,1.6276388888888889
9d861ac27142c9f86a4787f50247f486,1,965ed8ce606fae58ee076e77023d9a0b,fa1c13f2614d7b5c4749cbc52fecda94,2017-07-26 17:45:18,259.9,18.26,dda506e73a7b3cad2ce4b09e0ffb5e68,delivered,2017-07-20 17:32:44,2017-07-20 17:45:18,2017-07-25 21:47:44,2017-08-14 13:13:36,2017-08-21,relogios_presentes,54.0,780.0,2.0,300.0,16.0,11.0,20.0,13170,sumare,SP,1.0,credit_card,4.0,278.16,7dfa818f647c0c24f713f1040d4e1d56,5.0,,,2017-08-15 00:00:00,2017-08-15 21:22:05,72ebfd1eb35e40c91c07a78a16e632f6,45157,candido sales,BA,watches_gifts,-15.477954485009848,-41.24571428220992,-22.822136510808804,-47.27033542521255,24.820046296296297,-6.448888888888889
34cb76e87d8ca6d4a5df7732d583a7eb,1,750dcfda0a9788bba89c94bb82a322db,53e4c6e0f4312d4d2107a8c9cddf45cd,2018-04-19 12:31:12,22.99,11.15,5a121801b68d4c196fe4d066e63e9f22,delivered,2018-04-12 11:54:27,2018-04-13 12:34:43,2018-04-19 14:58:49,2018-04-20 23:51:33,2018-04-24,utilidades_domesticas,48.0,197.0,1.0,7350.0,25.0,62.0,25.0,13920,pedreira,SP,1.0,credit_card,1.0,34.14,ea500364c95e7be07dcb5a06d027caa7,5.0,,,2018-04-21 00:00:00,2018-04-24 14:00:30,7ff1878b5bab79fd54335e9c12c16ad6,1509,sao paulo,SP,housewares,-23.567010080253134,-46.6357981412501,-22.74032548616481,-46.896753691339335,8.49798611111111,-3.0058680555555557
a1df9e94edfa8f6ac4cbd9b377899672,1,c779ecde09b3c3f75e0ed112fecd07c3,5882820ef11c4c068eea0677a7a879b4,2018-02-02 17:55:27,1390.0,109.87,9e73bdfbdae3df7c758e2c049c16265a,delivered,2018-01-22 17:44:32,2018-01-22 17:55:27,2018-01-25 12:08:48,2018-02-01 15:55:40,2018-03-06,ferramentas_jardim,60.0,1543.0,2.0,20650.0,33.0,20.0,100.0,95082,caxias do sul,RS,1.0,credit_card,5.0,1499.87,e2edc7f710de937d1c728d615712f72d,5.0,,Fiquei super satisfeita com a mercadoria e o vendedor. Eu recomendo,2018-02-02 00:00:00,2018-02-04 22:16:20,7fa6d33a71471ecc658fc9557bba75d9,38700,patos de minas,MG,garden_tools,-18.595141030878885,-46.51867937098783,-29.17782368522574,-51.17328050719071,9.924398148148148,-32.336342592592594
7c1157b0ae1b27fe44017fbc2ccdb8a3,1,ed8f3fdb0b900c5c123d21fbf5588072,65b081a070633e057c462abdd6fb9dd8,2017-12-07 17:38:22,53.97,25.66,33b51aa80282e03b34f09cdb0a0a906d,delivered,2017-12-01 17:30:04,2017-12-01 17:38:22,2017-12-05 20:04:36,2017-12-11 23:07:25,2018-01-04,perfumaria,34.0,196.0,1.0,425.0,17.0,13.0,14.0,75650,morrinhos,GO,1.0,credit_card,3.0,79.63,b8ea700e909b7e823cee73ec9bcddc35,5.0,,"O produto foi entregue antes do prazo previsto, gostei muito. Excelente",2017-12-12 00:00:00,2017-12-13 14:52:18,f9e1da122e0b07dd8b2f97182ce8ee0e,24440,sao goncalo,RJ,perfumery,-22.827149190613213,-43.0539481412297,-17.733896355961825,-49.11590889021752,10.234270833333333,-23.036516203703705
63e4ede8e88252dcabc3a251e84dd7ff,1,dd60cac04e6bcbc919cb1c7dcc473211,febab0275244b9a49a623f0bd613ca2f,2017-12-20 23:16:26,29.9,15.11,4d5ad499182eec2023662b93e804e9a4,delivered,2017-12-15 23:05:43,2017-12-15 23:16:26,2017-12-18 16:23:01,2018-01-05 23:58:57,2018-01-12,utilidades_domesticas,59.0,379.0,1.0,900.0,45.0,20.0,25.0,13920,pedreira,SP,2.0,voucher,1.0,8.27,3d2d1bb4c014cef7800c1f5b0935f6a9,4.0,,,2018-01-06 00:00:00,2018-01-09 11:53:49,b692391a3475130e918c2ffd84fa0413,34003,nova lima,MG,housewares,-19.986615844847748,-43.86167962070278,-22.74032548616481,-46.896753691339335,21.036967592592593,-6.000729166666667
c67cd7b6cbafcdaef31e33d7461f9e29,1,fca62108387e25005784da2f551466a1,31344c16881c08a8a72c6d2eb29918c1,2018-01-25 13:42:05,249.9,70.63,b36a94756f103af55a64207f5b13d6e9,delivered,2018-01-20 13:20:35,2018-01-20 13:42:05,2018-01-23 22:27:44,2018-02-08 17:28:57,2018-02-16,moveis_decoracao,42.0,87.0,3.0,14600.0,84.0,8.0,84.0,36500,uba,MG,1.0,credit_card,1.0,320.53,9aa286f08fb78b7716330486db8d7541,5.0,,,2018-02-09 00:00:00,2018-02-11 20:07:52,76af04c7b5f972387c716b674ca46a00,14403,franca,SP,furniture_decor,-20.553623627436437,-47.387359118805556,-21.117760548690026,-42.94287086370392,19.17247685185185,-7.2715625
06eed67b7a87cac349143f3319c2b9fe,1,f444092e1a9f9dedb91cf0717d6c4cff,17908cf9b444ee34047cadd5c0f4a516,2018-08-16 14:24:33,139.0,53.32,632615afeadba799faf8226958a2eaa3,delivered,2018-08-10 09:09:10,2018-08-13 14:24:33,2018-08-13 14:39:00,2018-08-24 18:27:30,2018-09-04,automotivo,45.0,144.0,3.0,350.0,19.0,19.0,14.0,75124,anapolis,GO,1.0,debit_card,1.0,192.32,7fffeb4e839b2c056166906486d3fb76,4.0,Ótimo ,Recebi o produto muito antes da data estimada para a entrega.,2018-08-25 00:00:00,2018-08-25 21:46:05,f9ccc64481a04c1a9886994895b97f03,58350,caldas brandao,PB,auto,-7.161965454299922,-35.34996167963895,-16.358532989500745,-48.96652103159388,14.387731481481481,-10.230902777777779
8c7fcfaa7131076e4b646b3977ad6633,1,d249623077b8906276b8d77ced95f8c4,6560211a19b47992c3666cc44a7e94c0,2017-12-04 23:12:31,59.0,17.69,bbf8bf3664ee1a661f3d440418622273,delivered,2017-11-28 23:04:53,2017-11-28 23:12:31,2017-11-29 20:18:53,2017-12-15 23:29:08,2017-12-26,fashion_bolsas_e_acessorios,29.0,40.0,6.0,150.0,16.0,2.0,11.0,5849,sao paulo,SP,2.0,voucher,1.0,50.0,8bbde7af366714f22297c27653c42d1a,2.0,,A pulseira que comprei não eh legal o banho muito fraco teve partes que já veio branca caindo o dourado não gostei ...,2017-12-16 00:00:00,2017-12-19 02:32:33,beac562d7faeb93b84ce539a096c920a,51021,recife,PE,fashion_bags_accessories,-8.125612939450031,-34.902732200291226,-23.652366177840175,-46.75575337195746,17.016840277777778,-10.021435185185185
dd2b1cee68c53ec8ec59d393485d3b30,1,5370b82a213393979691c98074265584,834f8533b2ecb6598dd004ff3de7203a,2018-03-19 04:15:50,103.37,26.8,39f7d3a1d4a68b875b9e90b1cd071d4e,delivered,2018-03-12 16:49:51,2018-03-13 04:15:50,2018-03-15 23:58:25,2018-03-22 17:38:31,2018-04-04,bebes,52.0,708.0,9.0,7950.0,33.0,30.0,44.0,5181,sao paulo,SP,1.0,boleto,1.0,260.34,c2a14990cd34274eb8ed88a73a85ec2d,3.0,,,2018-03-23 00:00:00,2018-03-26 18:15:41,b6ba134f17f389185c0a7b897f73437a,39708,frei lagonegro,MG,baby,-18.168896360988477,-42.76707455699983,-23.455861458512842,-46.744091586764384,10.033796296296297,-12.26491898148148
d0fc40215ca8a24ee1ad72bdac36c29f,1,fb55982be901439613a95940feefd9ee,3d871de0142ce09b7081e2b9d1733cb1,2018-03-13 11:29:50,79.0,13.57,d10065abe48b6225e69b5dd8ca4ee9ef,delivered,2018-03-02 11:17:03,2018-03-02 11:29:50,2018-03-07 20:12:41,2018-03-20 21:05:49,2018-03-23,papelaria,52.0,211.0,2.0,7000.0,60.0,20.0,30.0,13232,campo limpo paulista,SP,1.0,credit_card,8.0,92.57,f3dba40bc4369a06aa91e524d6f1e4b9,5.0,,,2018-03-21 00:00:00,2018-03-21 21:50:25,21b6d5ffb3f9b205a8a7d42d4336086d,8161,sao paulo,SP,stationery,-23.503355580306238,-46.413846551530156,-23.211746332732215,-46.762875138051314,18.40886574074074,-2.120960648148148
222fd80282b4b53ba4affcabaaea6b31,2,8b39be5bbb8a4585ed19cacbf4162c27,9c3c24eca51c52b91c1de727d2a2ae06,2017-05-16 09:10:17,49.9,23.86,7d2e9de299e7087ef52d931eae2f2345,delivered,2017-05-10 09:00:07,2017-05-10 09:10:17,2017-05-12 08:43:28,2017-05-22 13:39:38,2017-06-07,esporte_lazer,25.0,1418.0,4.0,100.0,16.0,6.0,11.0,95020,caxias do sul,RS,1.0,credit_card,7.0,713.59,85089552b825fd51a0692a1fc8b47b2e,5.0,,,2017-05-23 00:00:00,2017-05-26 09:55:54,8c21dd8c37144807c601f99f2a209dfb,72587,brasilia,DF,sports_leisure,,,-29.1663138115949,-51.17831394250232,12.194108796296296,-15.430810185185186
65f72c812ba4ca1ebb3c3558c69d5693,1,63ee501f72520d5ec54cef5fd3a21a20,acb6c2ca5c82411c1fdb88d5fd5eb95e,2017-03-15 08:10:16,52.9,11.75,b9e05b51f388a0fbeee7caa11813f044,delivered,2017-03-06 08:02:11,2017-03-06 08:10:16,2017-03-07 07:37:39,2017-03-09 10:12:26,2017-03-28,esporte_lazer,60.0,437.0,3.0,1093.0,20.0,14.0,18.0,3423,sao paulo,SP,2.0,voucher,1.0,50.0,c785c993e90ad3bab81edbac2c030a6a,5.0,,,2017-03-10 00:00:00,2017-03-11 13:08:53,333f6b9777069c0e20d81f6cea06c631,5844,sao paulo,SP,sports_leisure,-23.657086155201178,-46.74061857869906,-23.551038737265085,-46.54148574197491,3.090451388888889,-18.574699074074076
a98f79318168a3b20eca9c4530909f49,1,591d4f16311726b70ab348c9e3c49a33,610f72e407cdd7caaa2f8167b0163fd8,2018-07-24 12:45:48,791.95,48.68,9d49beb924f367539805cfc5edf5330f,delivered,2018-07-11 21:17:27,2018-07-12 12:45:48,2018-08-09 13:32:00,2018-08-10 16:58:46,2018-07-27,cama_mesa_banho,46.0,171.0,3.0,12000.0,60.0,30.0,70.0,1201,sao paulo,SP,1.0,boleto,1.0,840.63,b2bf9b39b2838c18913129075bd6e133,1.0,não recomendado,O tapete não chegou na data prevista. e veio errado o tamanho que encomendei.,2018-08-01 00:00:00,2018-08-10 18:13:04,48ce3450c17d577bbe48dd240380f088,13084,campinas,SP,bed_bath_table,-22.823420763935182,-47.08719295680403,-23.53608280967418,-46.649539390469315,29.820358796296297,14.707476851851851
91dffa2edbd51a725ad5a704d4635b1f,1,3a806ac1ab98107febb4ffcf38bc1fac,adbc26658d6c7b4b6219f9d934598091,2018-07-03 02:53:13,109.9,36.0,2e92630672e4fcc444d521543f719afd,delivered,2018-06-27 19:37:59,2018-06-29 02:53:13,2018-06-29 14:28:00,2018-07-04 17:48:46,2018-07-23,bebes,53.0,704.0,3.0,4750.0,60.0,20.0,50.0,81770,curitiba,PR,1.0,boleto,1.0,145.9,954a67f60ee2469770cb16ca327a1d7d,5.0,,O produto foi o que eu esperava.,2018-07-05 00:00:00,2018-07-06 03:16:23,3d87e8b0354890f77f35bc49eb45e76c,3319,sao paulo,SP,baby,-23.54481729868081,-46.56210024419569,-25.527873946750756,-49.24112497530738,6.924155092592593,-18.257800925925928
836bbfbee6382c97c9118b1612dc5497,1,0c4709ae5ad2750dd34dbaff9d5bbd3d,ea8482cd71df3c1969d7b9473ff13abc,2018-03-06 15:12:02,27.99,11.85,80a07fead8e5f6328a2af33c2c358fdd,delivered,2018-02-28 14:55:40,2018-02-28 15:12:02,2018-03-01 20:37:04,2018-03-13 15:48:25,2018-03-19,telefonia,60.0,776.0,6.0,300.0,17.0,4.0,12.0,4160,sao paulo,SP,1.0,credit_card,1.0,39.84,0e8c733cee6eb322d55ad6101bdba202,4.0,,,2018-03-14 00:00:00,2018-03-15 11:47:19,a7afe8f0752a790c5c3eca72598d32ef,11630,ilhabela,SP,telephony,-23.814526222798346,-45.36872586432739,-23.625475455621878,-46.61200044104113,13.036631944444444,-5.341377314814815
a9c74f167b0d8af61d6487fc21934f7e,1,c4b5776ae19c3e9ee28323b38d41c72f,1554a68530182680ad5c8b042c3ab563,2018-07-17 03:45:47,159.9,86.33,c913ae1bc977b139a50287f6bd0b1c19,delivered,2018-07-10 12:40:12,2018-07-11 03:45:47,2018-07-13 14:12:00,2018-07-23 21:42:09,2018-07-31,moveis_decoracao,27.0,212.0,2.0,10050.0,72.0,10.0,72.0,37580,monte siao,MG,1.0,boleto,1.0,246.23,69fa2d73ed4ba3fa40d52cc95accad4e,5.0,Ótima.,,2018-07-24 00:00:00,2018-07-27 10:36:04,d26b9e4b03f3c35e31689df0835fa1fc,82820,curitiba,PR,furniture_decor,-25.417945903851354,-49.20678980584239,-22.430217898121075,-46.57340512991158,13.376354166666667,-7.095729166666667
3f191c1edeb80678998ec0c8683cefcc,1,e1a698b55be47318e6d178c57bf5370f,85d9eb9ddc5d00ca9336a2219c97bb13,2018-03-06 20:50:22,31.9,14.1,8840e68ca97a89b084ca61284b559d41,canceled,2018-02-20 20:34:23,2018-02-20 20:50:22,,,2018-03-21,informatica_acessorios,35.0,1101.0,1.0,350.0,42.0,2.0,30.0,31255,belo horizonte,MG,1.0,credit_card,1.0,46.0,3501d2e2fea499902cb6fb754f13146d,1.0,,"PESSIMO, PERGUNTEI VÁRIAS VEZES SOBRE A ENTREGA E NINGUÉM POSICIONA",2018-03-23 00:00:00,2018-03-23 13:36:30,6f217112396e52467e82b6a16c9262c5,13171,sumare,SP,computers_accessories,-22.832068060764513,-47.270520313249,-19.86949505446246,-43.9509439543507,,
5c0cc9b87566505f6f3d3a3de406c7e7,1,4910917f05092f331bf3a477f791cc01,3d871de0142ce09b7081e2b9d1733cb1,2018-01-25 02:37:49,29.9,13.91,2ca318e13d4ab06f0ac323a20575d76a,delivered,2018-01-18 14:53:30,2018-01-19 02:37:49,2018-01-23 18:29:00,2018-01-26 17:49:06,2018-02-08,relogios_presentes,52.0,102.0,2.0,250.0,40.0,10.0,25.0,13232,campo limpo paulista,SP,1.0,boleto,1.0,87.62,6709e8773f301d4b4980fb254baabd60,5.0,,,2018-01-27 00:00:00,2018-01-27 20:56:48,38821e4eb83d6950e84c3529fa6d887d,14095,ribeirao preto,SP,watches_gifts,-21.191022995550163,-47.76791416876063,-23.211746332732215,-46.762875138051314,8.121944444444445,-12.257569444444444
a9de753e089dd4dadf7d3efa954e26c5,1,557313563f418e18cc4a19159774cecd,dc4a0fc896dc34b0d5bfec8438291c80,2017-06-05 03:30:07,83.36,16.34,33d8e7921924c3b75975500363ac32ed,delivered,2017-05-27 03:23:02,2017-05-27 03:30:07,2017-05-30 14:31:45,2017-06-07 13:51:06,2017-06-27,cama_mesa_banho,57.0,184.0,2.0,600.0,70.0,10.0,40.0,14940,ibitinga,SP,1.0,credit_card,5.0,99.7,c6179456b132657ac69553a54698f687,5.0,,,2017-06-08 00:00:00,2017-06-11 11:16:47,09a2a3befff4ee3680617f07d9b473ed,29147,cariacica,ES,bed_bath_table,-20.3359255734059,-40.389954070877536,-21.75732063771276,-48.82974353343716,11.436157407407407,-19.422847222222224
88fe7b995b605b04902482ee56b02af4,1,3cce0d166c3fb2507956c630c1d0f87c,95e03ca3d4146e4011985981aeb959b9,2017-12-06 15:14:18,79.9,15.32,6fd262c97a21f451efaabc65cf1fe098,delivered,2017-11-24 13:05:37,2017-11-24 15:14:18,2017-11-27 22:22:03,2017-12-04 15:59:29,2017-12-20,casa_construcao,58.0,415.0,6.0,900.0,32.0,24.0,11.0,21210,rio de janeiro,RJ,1.0,credit_card,1.0,190.44,d4e54a716b637922bb891c6b02ed6af3,1.0,,Recebi apenas 1 item e comprei dois! Estou aguardando retorno de vocês.,2017-12-05 00:00:00,2017-12-08 00:08:52,47e4b6a17e68bed08968a9ab2be216e5,4530,sao paulo,SP,home_construction,-23.581664346279066,-46.673090513358254,-22.84373140637614,-43.30242672582638,10.120740740740741,-15.333692129629629
